,website_url,query,status,message_pt,attempts,name,dimensions_raw,price_raw,url,length_mm,width_mm,thickness_mm,price_value,currency,quantity,volume_m3,price_per_m3,nm_empresa,cidade,nm_mun,nm_uf,nu_latitude,nu_longitude
529,https://www.mvcenterlar.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Mv Centerlar,SANTO AMARO DA IMPERATRIZ,SANTO AMARO DA IMPERATRIZ,Santa Catarina,-27.68974776,-48.78023992
536,https://lucianolaminasloja.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Luciano Laminas,SAO JOSE,SAO JOSE,Santa Catarina,-27.59031208,-48.61602272
544,https://www.leroymerlin.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel de Madeira Pinus 17mm Mel 30x200cm Settis,17mm 30x200cm,"R$ 139,90 cada à vista",https://www.leroymerlin.com.br/painel-de-madeira-pinus-17mm-mel-30x200cm-settis_92407910?referrer=category-page,300.0,2000.0,17.0,139.9,BRL,1.0,0.000102,1371568.6274509805,Leroy Merlin Companhia Brasileira De Bricolagem,FLORIANOPOLIS,FLORIANOPOLIS,Santa Catarina,-27.58779555,-48.54763738
552,https://www.leroymerlin.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Sarrafeado Pinus 18mm,18mm,"R$ 707,25 cada",https://www.leroymerlin.com.br/painel-sarrafeado-pinus-18mm_1570817378?referrer=category-page,,,18.0,707.25,BRL,1.0,,,Leroy Merlin Companhia Brasileira De Bricolagem,FLORIANOPOLIS,FLORIANOPOLIS,Santa Catarina,-27.58779555,-48.54763738
560,https://www.leroymerlin.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Chapa Madeira Natural Tramontina 1m x 30cm com 18mm de espessura,1m x 30cm com 18mm de espessura,"R$ 71,90",https://www.leroymerlin.com.br/painel-chapa-madeira-natural-tramontina-1m-x-30cm-com-18mm-de-espessura_1566925979?referrer=category-page,1000,300,18.0,71.9,BRL,1.0,,,Leroy Merlin Companhia Brasileira De Bricolagem,FLORIANOPOLIS,FLORIANOPOLIS,Santa Catarina,-27.58779555,-48.54763738
568,https://www.edevan.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Materiais De Construcao Edevan Ltda,GASPAR,GASPAR,Santa Catarina,-26.91836851,-48.96770657
573,https://www.meurodape.com/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Meu Rodape,ITAJAI,ITAJAI,Santa Catarina,-26.90742624,-48.65702321
580,https://www.moveiscaftor.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Caftor Ltda,RIO NEGRINHO,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
586,https://www.moveisripke.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Ripke,PINHALZINHO,PINHALZINHO,São Paulo,-22.78079607,-46.59057732
590,https://www.moveisripke.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Ripke,PINHALZINHO,PINHALZINHO,Santa Catarina,-26.84881433,-52.98225325
596,https://www.madeiromdf.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Maxima Mdf,BALNEARIO CAMBORIU,BALNEARIO CAMBORIU,Santa Catarina,-26.99181861,-48.63461748
603,https://ourodistribuidora.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Oro Distribuidora Ltda,NAVEGANTES,NAVEGANTES,Santa Catarina,-26.89743912,-48.6491829
609,https://www.mxmoveis.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Mx Moveis,BANDEIRANTE,BANDEIRANTE,Santa Catarina,-26.7689379,-53.64104959
610,https://rudnick.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Rudnick S/A - Fabrica V,SAO BENTO DO SUL,SAO BENTO DO SUL,Santa Catarina,-26.24948542,-49.3869789
617,https://www.pehnkmateriais.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Pehnk Materiais Para Construcao Ltda.,SAO JOAO BATISTA,SAO JOAO BATISTA,Santa Catarina,-27.29588056,-48.85700428
621,https://www.poligress.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Poligress Shop,CRICIUMA,CRICIUMA,Santa Catarina,-28.67357225,-49.36593956
627,https://www.lojaschulz.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Schulz Store,JOINVILLE,JOINVILLE,Santa Catarina,-26.30451765,-48.84940914
634,http://www.plagesso.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Plagesso Ind. E Com. Ltda.,CHAPECO,CHAPECO,Santa Catarina,-27.10683702,-52.61703111
640,https://salabella.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Salabella Estofados,SAO BERNARDINO,SAO BERNARDINO,Santa Catarina,-26.47327825,-52.96553874
641,https://www.bembanheiro.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Mazzu Moveis,URUSSANGA,URUSSANGA,Santa Catarina,-28.5199662,-49.31910792
645,https://realcenterconcordia.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Rmc Comercio De Materiais De Construcao Ltda,CONCORDIA,CONCORDIA,Santa Catarina,-27.23365878,-52.02397107
651,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Madeira Pinus Acabamento Mel 1000x200x18mm Tramontina,1000x200x18mm,"R$ 65,47",https://www.queroquero.com.br/painel-tramontina-modulare-madeira-pinus-acabamento-mel-1000x200x18mm-tramontina-147814/p,1000.0,200.0,18.0,65.47,BRL,1.0,0.0036,18186.11111111111,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
655,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 2000X200X18 Mm,2000X200X18 Mm,"R$ 132,79",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-2000x200x18-mm-147820/p,2000.0,200.0,18.0,132.79,BRL,1.0,0.0072,18443.055555555555,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
659,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Painel De Madeira De Pinus 1,8x40x150 Cubomob Natural","1,8x40x150","R$ 104,00",https://www.queroquero.com.br/painel-de-madeira-de-pinus-1-8x40x150-cubomob-natural-237495/p,18.0,40.0,,104.0,BRL,1.0,,,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
663,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Em Madeira Pinus Com Acabamento Tabaco 1000x200x18 Mm Tramontina,1000x200x18 Mm,"R$ 65,05",https://www.queroquero.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-tabaco-1000x200x18-mm-tramontina-147815/p,1000.0,200.0,18.0,65.05,BRL,1.0,0.0036,18069.444444444445,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
667,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 600X300X18 Mm,600X300X18 Mm,"R$ 59,76",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-600x300x18-mm-147817/p,600.0,300.0,18.0,59.76,BRL,1.0,0.00324,18444.444444444445,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
671,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 1500X400X18 Mm,1500X400X18 Mm,"R$ 180,92",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-1500x400x18-mm-147822/p,1500.0,400.0,18.0,180.92,BRL,1.0,0.0108,16751.85185185185,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
675,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 1000X300X18 Mm,1000X300X18 Mm,"R$ 99,80",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-1000x300x18-mm-147818/p,1000.0,300.0,18.0,99.8,BRL,1.0,0.0054,18481.48148148148,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
679,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Sarrafeado Pinus 18mm,18mm,"R$ 707,25",https://www.queroquero.com.br/painel-sarrafeado-pinus-18mm-184517/p,,,18.0,707.25,BRL,1.0,,,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
683,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Pinus Sarrafeado 15mm,15mm,"R$ 595,20",https://www.queroquero.com.br/painel-pinus-sarrafeado-15mm-184516/p,,,15.0,595.2,BRL,1.0,,,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
687,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Madeira Pinus Acabamento Mel 1200x200x18mm Tramontina,1200x200x18mm,"R$ 87,32",https://www.queroquero.com.br/painel-tramontina-modulare-madeira-pinus-acabamento-mel-1200x200x18mm-tramontina-147816/p,1200.0,200.0,18.0,87.32,BRL,1.0,0.00432,20212.96296296296,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
691,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Madeira Pinus Acabamento Natural Cc 1200x800x25mm Tramontina,1200x800x25mm,"R$ 436,88",https://www.queroquero.com.br/painel-tramontina-modulare-madeira-pinus-acabamento-natural-cc-1200x800x25mm-tramontina-147824/p,1200.0,800.0,25.0,436.88,BRL,1.0,0.024,18203.33333333333,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
695,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Em Madeira Pinus Com Acabamento Castanho Escuro 1200x200x12 Mm Tramontina,1200x200x12 Mm,"R$ 75,05",https://www.queroquero.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-castanho-escuro-1200x200x12-mm-tramontina-147823/p,1200.0,200.0,12.0,75.05,BRL,1.0,0.00288,26059.027777777774,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
699,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 1000X400X18 Mm,1000X400X18 Mm,"R$ 102,55",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-1000x400x18-mm-147821/p,1000.0,400.0,18.0,102.55,BRL,1.0,0.0072,14243.055555555557,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
703,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Madeira Pinus Com Acabamento Bran,,"R$ 360,62",https://www.queroquero.com.br/painel-tramontina-modulare-madeira-pinus-com-acabamento-bran-147825/p,,,,360.62,BRL,1.0,,,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
707,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 800X300X18 Mm,800X300X18 Mm,"R$ 79,82",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-800x300x18-mm-147819/p,800.0,300.0,18.0,79.82,BRL,1.0,0.00432,18476.85185185185,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
711,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Em Madeira Pinus Com Acabamento Natural 600x200x18 Mm,600x200x18 Mm,"R$ 40,09",https://www.queroquero.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-natural-600x200x18-mm-147813/p,600.0,200.0,18.0,40.09,BRL,1.0,0.00216,18560.185185185182,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
715,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Em Madeira Pinus Com Acabamento Branco E Borda Em Pvc 1500x300x18 Mm,1500x300x18 Mm,"R$ 225,21",https://www.queroquero.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-em-pvc-1500x300x18-mm-147826/p,1500.0,300.0,18.0,225.21,BRL,1.0,0.0081,27803.703703703704,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
719,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Madeira Pinus Acabamento Mel 1200x300x18mm Tramontina,1200x300x18mm,"R$ 130,94",https://www.queroquero.com.br/painel-tramontina-modulare-madeira-pinus-acabamento-mel-1200x300x18mm-tramontina-147827/p,1200.0,300.0,18.0,130.94,BRL,1.0,0.00648,20206.79012345679,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
723,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Horizontal Pinus Casa UD Com Stein 30x50cm,30x50cm,,https://www.queroquero.com.br/painel-horizontal-pinus-casa-ud-com-stein-30x50cm-230971/p,30.0,50.0,,,,1.0,,,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
727,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Horizontal Pinus Casa UD Com Stein 50x100cm,50x100cm,,https://www.queroquero.com.br/painel-horizontal-pinus-casa-ud-com-stein-50x100cm-230972/p,50.0,100.0,,,,1.0,,,Lojas Quero-Quero,GUARAMIRIM,GUARAMIRIM,Santa Catarina,-26.47444513,-48.99210427
731,https://moveisruiz.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Ruiz,SAO JOSE DO CEDRO,SAO JOSE DO CEDRO,Santa Catarina,-26.4560603,-53.50012411
734,https://www.rsmmolduras.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Rs Industria De Molduras,RIO DO SUL,RIO DO SUL,Santa Catarina,-27.21790323,-49.64323753
741,pedraboa.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Pedra Boa Com.De Ferragens E Material Eletrico Ltda,JOINVILLE,JOINVILLE,Santa Catarina,-26.30451765,-48.84940914
748,https://www.unicompen.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Unicompen Ltda,PORTO UNIAO,PORTO UNIAO,Santa Catarina,-26.2300049,-51.08160463
756,https://www.sobercos.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,So Bercos,RIO NEGRINHO,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
762,https://www.sulmoveis.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Sul Design Moveis,SAO BENTO DO SUL,SAO BENTO DO SUL,Santa Catarina,-26.24948542,-49.3869789
769,https://www.espacosmart.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Espaco Smart,JOINVILLE,JOINVILLE,Santa Catarina,-26.30451765,-48.84940914
776,https://diprotec.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Diprotec,BALNEARIO CAMBORIU,BALNEARIO CAMBORIU,Santa Catarina,-26.99181861,-48.63461748
783,https://zzago.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Zago Ferragens E Materiais De Construcao Ltda,LAGES,LAGES,Santa Catarina,-27.81725946,-50.33022242
792,https://www.settis.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL DE PINUS NATURAL 400X200X17MM,400X200X17MM,"R$16,04",https://www.settis.com.br/produtos/painel-de-pinus-natural-400x200x17mm/,400.0,200.0,17.0,16.04,BRL,1.0,0.00136,11794.117647058822,Settis Industria E Comercio,RIO NEGRINHO,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
798,https://www.settis.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL DE PINUS NATURAL 600X200X17MM,600X200X17MM,"R$21,67",https://www.settis.com.br/produtos/painel-de-pinus-natural-600x200x17mm/,600.0,200.0,17.0,21.67,BRL,1.0,0.00204,10622.549019607844,Settis Industria E Comercio,RIO NEGRINHO,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
804,https://www.settis.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL DE PINUS NATURAL 800X200X17MM,800X200X17MM,"R$28,25",https://www.settis.com.br/produtos/painel-de-pinus-natural-800x200x17mm/,800.0,200.0,17.0,28.25,BRL,1.0,0.00272,10386.029411764704,Settis Industria E Comercio,RIO NEGRINHO,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
810,https://www.settis.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL DE PINUS NATURAL 1200X200X17MM,1200X200X17MM,"R$39,51",https://www.settis.com.br/produtos/painel-de-pinus-natural-1200x200x17mm/,1200.0,200.0,17.0,39.51,BRL,1.0,0.00408,9683.823529411764,Settis Industria E Comercio,RIO NEGRINHO,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
816,https://www.settis.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL DE PINUS BOLEADO TINGIDO 1200X200X17MM,1200X200X17MM,"R$50,77",https://www.settis.com.br/produtos/painel-de-pinus-boleado-tingido-1200x200x17mm/,1200.0,200.0,17.0,50.77,BRL,1.0,0.00408,12443.627450980392,Settis Industria E Comercio,RIO NEGRINHO,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
822,https://www.settis.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL DE PINUS BOLEADO TINGIDO 800X300X17MM,800X300X17MM,"R$48,22",https://www.settis.com.br/produtos/painel-de-pinus-boleado-tingido-800x300x17mm/,800.0,300.0,17.0,48.22,BRL,1.0,0.00408,11818.627450980392,Settis Industria E Comercio,RIO NEGRINHO,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
828,https://www.settis.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL DE PINUS BOLEADO TINGIDO 1200X300X17MM,1200X300X17MM,"R$73,12",https://www.settis.com.br/produtos/painel-de-pinus-boleado-tingido-1200x300x17mm/,1200.0,300.0,17.0,73.12,BRL,1.0,0.00612,11947.712418300654,Settis Industria E Comercio,RIO NEGRINHO,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
834,https://www.settis.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL DE PINUS BOLEADO TINGIDO 2000X300X17MM,2000X300X17MM,"R$117,82",https://www.settis.com.br/produtos/painel-de-pinus-boleado-tingido-2000x300x17mm/,2000.0,300.0,17.0,117.82,BRL,1.0,0.0102,11550.980392156862,Settis Industria E Comercio,RIO NEGRINHO,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
840,https://www.settis.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL DE PINUS SHOU SUGI BAN 1000X150X17MM,1000X150X17MM,"R$47,27",https://www.settis.com.br/produtos/painel-de-pinus-shou-sugi-ban-1000x150x17mm/,1000.0,150.0,17.0,47.27,BRL,1.0,0.00255,18537.254901960783,Settis Industria E Comercio,RIO NEGRINHO,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
846,https://www.studioambientes.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Studio Ambientes,FLORIANOPOLIS,FLORIANOPOLIS,Santa Catarina,-27.58779555,-48.54763738
854,https://www.lojaspresidente.com.br/,painel pinus,ERROR,"Não foi possível acessar o site devido ao bloqueio persistente do Cloudflare (verificação de bot), impedindo a realização da pesquisa e extração de dados.",['painel pinus'],,,,,,,,,,,,,Lojas Presidente Ltda Epp,PRESIDENTE GETULIO,PRESIDENTE GETULIO,Santa Catarina,-27.04140824,-49.62208617
859,https://zzago.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Zzago,LAGES,LAGES,Santa Catarina,-27.81725946,-50.33022242
868,https://www.banhoecasa.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Banhoecasa.Com.Br,PALHOCA,PALHOCA,Santa Catarina,-27.64704368,-48.67028792
876,https://www.portobello.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Portobello Shop,CRICIUMA,CRICIUMA,Santa Catarina,-28.67357225,-49.36593956
882,https://cimentoemmaringa.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Casa Do Cimento,MARINGA,MARINGA,Paraná,-23.42228,-51.93988187
890,https://www.adonaiestofofados.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Adonai Estofados Ltda,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
897,https://www.prmoveis.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Aramoveis,ARAPONGAS,ARAPONGAS,Paraná,-23.41351653,-51.43827973
904,https://www.essenciamoveis.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Arte Nova Industria E Comercio De Moveis E Decoracoes Ltda,LONDRINA,LONDRINA,Paraná,-23.312156,-51.16277342
912,http://www.allclick.ind.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Wallclick,PONTA GROSSA,PONTA GROSSA,Paraná,-25.092547,-50.16144206
920,attuale.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Attuale Revestimentos Ltda,PONTA GROSSA,PONTA GROSSA,Paraná,-25.092547,-50.16144206
928,https://lojaarenito.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Arenito Acabamentos Ltda,ROLANDIA,ROLANDIA,Paraná,-23.31359249,-51.36278036
934,https://atalaiaatacadista.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Atalaia - Distribuidora De Materiais Eletricos Ltda,LONDRINA,LONDRINA,Paraná,-23.312156,-51.16277342
942,https://www.atenasmateriais.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Atenas Materiais De Construcao Ltda,CURITIBA,CURITIBA,Paraná,-25.432956,-49.27184789
952,https://www.depositorolandia.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Campsou Material De Construcao Ltda,ROLANDIA,ROLANDIA,Paraná,-23.31359249,-51.36278036
958,https://www.balaroti.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Balaroti Torres,CURITIBA,CURITIBA,Paraná,-25.432956,-49.27184789
