,website_url,query,status,message_pt,attempts,name,dimensions_raw,price_raw,url,length_mm,width_mm,thickness_mm,price_value,currency,quantity,volume_m3,price_per_m3,nm_empresa,cidade,nm_mun,nm_uf,nu_latitude,nu_longitude
1566,https://www.casaserra.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Casa Serra Comercio De Materiais Para Construcao Ltda.,GRAMADO,GRAMADO,Rio Grande do Sul,-29.37973752,-50.8719457
1572,https://moveiscasamia.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Casamia,BENTO GONCALVES,BENTO GONCALVES,Rio Grande do Sul,-29.16740193,-51.51556031
1579,https://www.construmar.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Consttrumar,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1582,https://www.cemear.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Cemear Comercio E Representacao Ltda,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
1591,https://brazilcontemporaneo.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Casa Urbana Moveis Ltda,GRAMADO,GRAMADO,Rio Grande do Sul,-29.37973752,-50.8719457
1597,https://www.ofertasredeconstruir.com.br/mc-da-rosa,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Mc Da Rosa Materiais De Construcao E Acabamentos - Xangri,LA,,,,
1598,https://dema.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Dema - Revestimentos E Acabamentos Ltda - Xangri,LA,,,,
1599,https://www.cimafer.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Cimafer Comercio De Material Construcao Ltda,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
1608,www.costaneira.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Costaneira - Arno Johann S.A. Comercio De Materiais De Construcao,BENTO GONCALVES,BENTO GONCALVES,Rio Grande do Sul,-29.16740193,-51.51556031
1615,https://www.delaminas.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Delaminas Industria E Comercio De Moveis Ltda Em Recuperacao Judicial,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
1624,https://www.cassol.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Cassol Center Lar,CANOAS,CANOAS,Rio Grande do Sul,-29.91869671,-51.18102978
1631,https://dinamicareal.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Dinamica Importacao & Exportacao,ARROIO GRANDE,ARROIO GRANDE,Rio Grande do Sul,-32.23634413,-53.08224835
1634,https://www.cotrisal.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Cotrisal,SARANDI,SARANDI,Paraná,-23.44317201,-51.87368204
1639,https://www.cotrisal.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Cotrisal,SARANDI,SARANDI,Rio Grande do Sul,-27.94359518,-52.92546106
1642,https://www.divicarmoveis.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Árvore com Cabideiros Coleção Hora de Brincar,Alt.202 Larg.135 Prof.2 cm,"R$ 399,00",https://www.divicarmoveis.com.br/painel-arvore-com-cabideiros-colecao-hora-de-brincar,2020,1350,20,399.0,BRL,1.0,,,Divicar Moveis Ltda,LAGOA VERMELHA,LAGOA VERMELHA,Rio Grande do Sul,-28.20887025,-51.52722853
1647,https://www.lojadienstmann.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Loja Dienstmann - Centro Tecnico Profissional,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
1656,https://www.essenzamoveis.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Ezzenza Design,ANTONIO PRADO,ANTONIO PRADO,Rio Grande do Sul,-28.85543762,-51.28357692
1659,https://www.fabicompensados.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL DE PINUS TAB INT COLADAS LAT 200X100X18MM D3 A,200X100X18MM,"R$ 0,00",https://www.fabicompensados.com.br/produto/00003504/PAINELDEPINUSTABINTCOLADASLAT200X100X18MMD3A,200.0,100.0,18.0,0.0,BRL,1.0,0.00036,0.0,Fabi Comercio De Compensados Ltda,CRUZEIRO DO SUL,CRUZEIRO DO SUL,Acre,-7.630690005,-72.67253132
1663,https://www.fabicompensados.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL DE PINUS TAB INT COLADAS LAT 200X100X18MM D3 A,200X100X18MM,"R$ 0,00",https://www.fabicompensados.com.br/produto/00003504/PAINELDEPINUSTABINTCOLADASLAT200X100X18MMD3A,200.0,100.0,18.0,0.0,BRL,1.0,0.00036,0.0,Fabi Comercio De Compensados Ltda,CRUZEIRO DO SUL,CRUZEIRO DO SUL,Rio Grande do Sul,-29.50829097,-51.99157589
1667,https://esteio.redemac.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Redemac Esteio,ESTEIO,ESTEIO,Rio Grande do Sul,-29.8521863,-51.14383734
1672,https://www.homelydesign.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Homely,CAXIAS DO SUL,CAXIAS DO SUL,Rio Grande do Sul,-29.16689901,-51.17886021
1680,https://www.elevato.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Elevato Materiais De Construcao E Decoracao Ltda,NOVO HAMBURGO,NOVO HAMBURGO,Rio Grande do Sul,-29.68632603,-51.12860528
1688,https://www.lorenzet.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Pracasa - Lorenzet,PELOTAS,PELOTAS,Rio Grande do Sul,-31.71959788,-52.34432006
1695,https://www.moveisherval.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,"Herval Industria De Moveis, Colchoes E Espumas Ltda.",DOIS IRMAOS,DOIS IRMAOS,Rio Grande do Sul,-29.58415878,-51.08761931
1700,https://store.originbrazil.com,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Go Green Industria De Utilidades Ltda,CAXIAS DO SUL,CAXIAS DO SUL,Rio Grande do Sul,-29.16689901,-51.17886021
1708,https://gmcasaeconstrucao.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Gm Materiais De Construcao,PASSO FUNDO,PASSO FUNDO,Rio Grande do Sul,-28.26176713,-52.40709509
1715,https://www.geracaomateriais.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Geracao Materiais Para Moveis Ltda,CAXIAS DO SUL,CAXIAS DO SUL,Rio Grande do Sul,-29.16689901,-51.17886021
1723,https://albacete.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Central De Distribuicao Albacete Sul,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
1732,https://bebmoveis.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,B & B Moveis,VERANOPOLIS,VERANOPOLIS,Rio Grande do Sul,-28.93395734,-51.5522869
1737,https://lajesul.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Lajesul Comercio De Materiais De Construcao Ltda,FAZENDA VILANOVA,FAZENDA VILANOVA,Rio Grande do Sul,-29.58857453,-51.82118304
1739,https://www.jaelimoveis.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Jaeli Moveis,NOVA CANDELARIA,NOVA CANDELARIA,Rio Grande do Sul,-27.61209816,-54.10411424
1741,https://www.josane.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Joseange Materiais De Construcao E Obras De Engenharia Ltda,GUAIBA,GUAIBA,Rio Grande do Sul,-30.10860192,-51.31468366
1745,https://madeireirakf.com/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Kellermann & Freitas Ltda,VIAMAO,VIAMAO,Rio Grande do Sul,-30.08189684,-51.02482049
1751,https://www.lojasbecker.com,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Lojas Becker,TAQUARI,TAQUARI,Rio Grande do Sul,-29.80280085,-51.86277648
1754,http://jjmachadors.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Jj Machado - Xangri,LA,,,,
1755,https://www.loja.fricke.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Lojas Fricke Ltda.,IJUI,IJUI,Rio Grande do Sul,-28.38853654,-53.91806684
1760,https://www.jrcimento.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Jr Comercio De Cimento E Concreto Ltda,PASSO FUNDO,PASSO FUNDO,Rio Grande do Sul,-28.26176713,-52.40709509
1767,https://www.madehar.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Madehar Comercio De Materiais De Construcao Ltda,SAO LOURENCO DO SUL,SAO LOURENCO DO SUL,Rio Grande do Sul,-31.36402372,-51.97691524
1770,https://www.castilhosrc.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Madeireira Castilhos,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1773,https://www.madesa.com/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,M D Moveis Ltda,BOM PRINCIPIO,BOM PRINCIPIO,Rio Grande do Sul,-29.49448511,-51.3555191
1777,https://macromadeiras.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Macro Madeiras Ltda,CAXIAS DO SUL,CAXIAS DO SUL,Rio Grande do Sul,-29.16689901,-51.17886021
1785,https://www.leroymerlin.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel de madeira pinus 17mm mel 30x200cm settis,"17mm, 30x200cm","R$ 139,90 cada",https://www.leroymerlin.com.br/painel-de-madeira-pinus-17mm-mel-30x200cm-settis_92407910?referrer=category-page,300.0,2000.0,17.0,139.9,BRL,1.0,0.000102,1371568.6274509805,Leroy Merlin Companhia Brasileira De Bricolagem,CACHOEIRINHA,CACHOEIRINHA,Rio Grande do Sul,-29.95062944,-51.09367695
1792,https://www.leroymerlin.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel sarrafeado pinus 18mm,18mm,"R$ 707,25 cada",https://www.leroymerlin.com.br/painel-sarrafeado-pinus-18mm_1570817378?referrer=category-page,,,18.0,707.25,BRL,1.0,,,Leroy Merlin Companhia Brasileira De Bricolagem,CACHOEIRINHA,CACHOEIRINHA,Rio Grande do Sul,-29.95062944,-51.09367695
1799,https://www.leroymerlin.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Chapa Madeira Natural Tramontina - 1m X 30cm Com 18mm,1m x 30cm com 18mm de espessura,"R$ 71,90 cada",https://www.leroymerlin.com.br/painel-chapa-madeira-natural-tramontina-1m-x-30cm-com-18mm-de-espessura_1566925979?referrer=category-page,1000,300,18.0,71.9,BRL,1.0,,,Leroy Merlin Companhia Brasileira De Bricolagem,CACHOEIRINHA,CACHOEIRINHA,Rio Grande do Sul,-29.95062944,-51.09367695
1806,https://redemac.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Materiais De Construcao Elem,LAVRAS DO SUL,LAVRAS DO SUL,Rio Grande do Sul,-30.81200999,-53.89847666
1807,http://www.madeleinet.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Madelei Produtos Para Moveis E Decoracao Ltda,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
1816,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Painel de Madeira Pinus Fingada Santa Luzia 1,7x30x90","1,7x30x90","R$ 28,49",https://www.queroquero.com.br/painel-de-madeira-pinus-fingada-santa-luzia-1-7x30x90/p,17.0,300,900,28.49,BRL,1.0,,,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1819,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Painel de Madeira Pinus Fingada Santa Luzia 1,7x30x60","1,7x30x60","R$ 18,99",https://www.queroquero.com.br/painel-de-madeira-pinus-fingada-santa-luzia-1-7x30x60/p,17.0,300,600,18.99,BRL,1.0,,,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1822,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Painel de Madeira Pinus Fingada Santa Luzia 1,7x30x120","1,7x30x120","R$ 37,99",https://www.queroquero.com.br/painel-de-madeira-pinus-fingada-santa-luzia-1-7x30x120/p,17.0,300,1200,37.99,BRL,1.0,,,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1825,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Sarrafeado Pinus 18mm,18mm,"R$ 707,25",https://www.queroquero.com.br/painel-sarrafeado-pinus-18mm-609429/p,,,18.0,707.25,BRL,1.0,,,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1828,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Chapa Madeira Modulare Em Madeira Pinus 2000x300x18 Mm,2000x300x18 Mm,"R$ 69,20",https://www.queroquero.com.br/painel-chapa-madeira-modulare-em-madeira-pinus-2000x300x18-mm-----2m-x-30cm-co-466217/p,2000.0,300.0,18.0,69.2,BRL,1.0,0.0108,6407.407407407407,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1831,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Madeira Pinus Acabamento Mel 1000x200x18mm,1000x200x18mm,"R$ 65,47",https://www.queroquero.com.br/painel-tramontina-modulare-madeira-pinus-acabamento-mel-1000x200x18mm-tramontina-478355/p,1000.0,200.0,18.0,65.47,BRL,1.0,0.0036,18186.11111111111,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1834,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 2000X200X18 Mm,2000X200X18 Mm,"R$ 132,79",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-2000x200x18-mm-266118/p,2000.0,200.0,18.0,132.79,BRL,1.0,0.0072,18443.055555555555,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1837,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Painel De Madeira De Pinus 1,8x40x150 Cubomob Natural","1,8x40x150","R$ 104,00",https://www.queroquero.com.br/painel-de-madeira-de-pinus-18x40x150-cubomob-natural-442717/p,18.0,400,1500,104.0,BRL,1.0,,,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1840,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 1500X400X18 Mm,1500X400X18 Mm,"R$ 180,92",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-1500x400x18-mm-266111/p,1500.0,400.0,18.0,180.92,BRL,1.0,0.0108,16751.85185185185,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1843,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 1000X300X18 Mm,1000X300X18 Mm,"R$ 99,80",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-1000x300x18-mm-266099/p,1000.0,300.0,18.0,99.8,BRL,1.0,0.0054,18481.48148148148,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1846,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 600X300X18 Mm,600X300X18 Mm,"R$ 59,76",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-600x300x18-mm-266106/p,600.0,300.0,18.0,59.76,BRL,1.0,0.00324,18444.444444444445,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1849,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Madeira Pinus Acabamento Mel 1200x200x18mm,1200x200x18mm,"R$ 87,32",https://www.queroquero.com.br/painel-tramontina-modulare-madeira-pinus-acabamento-mel-1200x200x18mm-tramontina-541309/p,1200.0,200.0,18.0,87.32,BRL,1.0,0.00432,20212.96296296296,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1852,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Em Madeira Pinus Com Acabamento Castanho Escuro 1200x200x12 Mm,1200x200x12 Mm,"R$ 75,05",https://www.queroquero.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-castanho-escuro-1200x200x12-mm-tramontina-252645/p,1200.0,200.0,12.0,75.05,BRL,1.0,0.00288,26059.027777777774,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1855,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 1000X400X18 Mm,1000X400X18 Mm,"R$ 102,55",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-1000x400x18-mm-266108/p,1000.0,400.0,18.0,102.55,BRL,1.0,0.0072,14243.055555555557,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1858,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Modulare em Madeira Pinus 800X300X18 Mm,800X300X18 Mm,"R$ 79,82",https://www.queroquero.com.br/painel-modulare-em-madeira-pinus-800x300x18-mm-266102/p,800.0,300.0,18.0,79.82,BRL,1.0,0.00432,18476.85185185185,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1861,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Em Madeira Pinus Com Acabamento Natural 600x200x18 Mm,600x200x18 Mm,"R$ 40,09",https://www.queroquero.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-natural-600x200x18-mm-258876/p,600.0,200.0,18.0,40.09,BRL,1.0,0.00216,18560.185185185182,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1864,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Tramontina Modulare Em Madeira Pinus Com Acabamento Branco E Borda Em Pvc 1500x300x18 Mm,1500x300x18 Mm,"R$ 225,21",https://www.queroquero.com.br/painel-tramontina-modulare-em-madeira-pinus-com-acabamento-branco-e-borda-em-pvc-1500x300x18-mm-252646/p,1500.0,300.0,18.0,225.21,BRL,1.0,0.0081,27803.703703703704,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1867,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Horizontal Pinus Casa UD Com Stein 50x100cm,50x100cm,Indisponível,https://www.queroquero.com.br/painel-horizontal-pinus-casa-ud-com-stein-50x100cm/p,50.0,100.0,,,,1.0,,,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1870,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Horizontal Pinus Casa UD Com Stein 30x50cm,30x50cm,Indisponível,https://www.queroquero.com.br/painel-horizontal-pinus-casa-ud-com-stein-30x50cm/p,30.0,50.0,,,,1.0,,,Lojas Quero-Quero,TRAMANDAI,TRAMANDAI,Rio Grande do Sul,-29.98730195,-50.1303765
1873,https://www.rossicar.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Rossi,FARROUPILHA,FARROUPILHA,Rio Grande do Sul,-29.22367919,-51.34834957
1879,https://dauge.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Dauge,PORTO ALEGRE,PORTO ALEGRE,Rio Grande do Sul,-30.03003677,-51.22866046
1888,https://www.loja.marelli.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Marelli Moveis Para Escritorio S/A,CAXIAS DO SUL,CAXIAS DO SUL,Rio Grande do Sul,-29.16689901,-51.17886021
1896,https://www.moveiscastro.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Castro,TAQUARI,TAQUARI,Rio Grande do Sul,-29.80280085,-51.86277648
1899,https://morelli.redemac.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Morelli Comercio De Materiais De Construcao Ltda,ESTRELA,ESTRELA,Rio Grande do Sul,-29.50347188,-51.97026029
1903,https://loja.carraro.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Carraro Ltda,BENTO GONCALVES,BENTO GONCALVES,Rio Grande do Sul,-29.16740193,-51.51556031
1910,https://www.dallacosta.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Dalla Costa Ltda,BENTO GONCALVES,BENTO GONCALVES,Rio Grande do Sul,-29.16740193,-51.51556031
1917,https://www.moveisprimavera.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Primavera Ltda,NOVO HAMBURGO,NOVO HAMBURGO,Rio Grande do Sul,-29.68632603,-51.12860528
1925,https://rohde.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Rohde Ltda,RESTINGA SECA,RESTINGA SECA,Rio Grande do Sul,-29.81394854,-53.37056858
1929,https://www.moveissul.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Moveis Sul Industria E Comercio Ltda,LAGOA VERMELHA,LAGOA VERMELHA,Rio Grande do Sul,-28.20887025,-51.52722853
1934,https://www.multimoveis.com/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,,,Multicenter Industria De Moveis Ltda,BENTO GONCALVES,BENTO GONCALVES,Rio Grande do Sul,-29.16740193,-51.51556031
