,nm_empresa,website_url,query,status,message_pt,attempts,name,dimensions_raw,price_raw,url,length_mm,width_mm,thickness_mm,price_value,currency,volume_m3,price_per_m3
46,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado Pinus Clear 25mm,25mm,"R$ 316,52",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,25.0,316.52,BRL,,
47,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado Pinus Clear 20mm,20mm,"R$ 253,50",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,20.0,253.5,BRL,,
48,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado Pinus Clear 18mm,18mm,"R$ 236,00",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,18.0,236.0,BRL,,
49,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado Pinus Clear 15mm,15mm,"R$ 200,45",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,15.0,200.45,BRL,,
50,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado Pinus Clear 10mm,10mm,"R$ 139,00",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,10.0,139.0,BRL,,
51,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado Pinus Clear 6mm,6mm,"R$ 112,00",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,6.0,112.0,BRL,,
52,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado Pinus Naval 25mm,25mm,"R$ 373,47",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,25.0,373.47,BRL,,
53,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado Pinus Naval 20mm,20mm,"R$ 310,75",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,20.0,310.75,BRL,,
54,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado Pinus Naval 18mm,18mm,"R$ 300,45",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,18.0,300.45,BRL,,
55,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado Naval Pinus 10mm,10mm,"R$ 160,83",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,10.0,160.83,BRL,,
56,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado Pinus Naval 6mm,6mm,"R$ 124,48",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,6.0,124.48,BRL,,
57,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Prateleira Pinus 1,00m Com Mão Francesa E Parafusos Completa","1,00m","R$ 51,80",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,,51.8,BRL,,
58,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado de pinus naval (220cm x 79cm x 25mm),220cm x 79cm x 25mm,"R$ 228,45",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,25.0,228.45,BRL,,
59,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado de pinus naval (220cm x 79cm x 20mm),220cm x 79cm x 20mm,"R$ 183,99",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,20.0,183.99,BRL,,
60,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado de pinus naval (220cm x 79cm x 18mm),220cm x 79cm x 18mm,"R$ 162,18",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,18.0,162.18,BRL,,
61,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado de pinus naval (220cm x 79cm x 15mm),220cm x 79cm x 15mm,"R$ 134,28",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,15.0,134.28,BRL,,
62,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado de pinus naval (220cm x 79cm x 10mm),220cm x 79cm x 10mm,"R$ 97,66",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,10.0,97.66,BRL,,
63,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado de pinus naval (220cm x 79cm x 6mm),220cm x 79cm x 6mm,"R$ 72,38",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,6.0,72.38,BRL,,
64,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Compensado de pinus naval (220cm x 39cm x 25mm),220cm x 39cm x 25mm,"R$ 114,23",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,25.0,114.23,BRL,,
65,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Kit 2 Chapas Resinado 6mm 2,20x1,10m Madeira Para Construção","6mm 2,20x1,10m","R$ 69,32",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,220.0,110.0,6.0,69.32,BRL,0.0001452,477410.4683195592
66,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Chapa OSB 2.20x1.22x8mm (Multplac) (Pro),2.20x1.22x8mm,"R$ 51,00",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,220.0,122.0,8.0,51.0,BRL,0.00021472,237518.62891207152
67,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Chapa Placa Mdf 3mm (50cm X 50cm) 10peças (claro),3mm (50cm X 50cm),"R$ 52,32",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,3.0,52.32,BRL,,
68,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Chapa Placa Mdf 3mm (40cm X 40cm) 18peças (claro),3mm (40cm X 40cm),"R$ 52,32",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,3.0,52.32,BRL,,
69,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Chapa Placa Mdf 3mm (42cm X 30cm) 24peças (claro),3mm (42cm X 30cm),"R$ 52,32",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,3.0,52.32,BRL,,
70,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Chapa Placa Mdf 3mm (30cm X 20cm) 52peças (claro),3mm (30cm X 20cm),"R$ 52,32",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,3.0,52.32,BRL,,
71,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Chapa Placa Mdf 3mm (35cm X 25cm) 34peças (claro),3mm (35cm X 25cm),"R$ 52,32",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,3.0,52.32,BRL,,
72,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],"Chapa Placa Mdf 3mm (29,7cm X 21cm) 48peças A4 (claro)","3mm (29,7cm X 21cm)","R$ 52,32",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,3.0,52.32,BRL,,
73,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Chapa Placa Mdf 3mm (28cm X 20cm) 52peças (claro),3mm (28cm X 20cm),"R$ 52,32",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,3.0,52.32,BRL,,
74,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Chapa Placa Mdf 3mm (27cm X 18cm) 60pcs (claro),3mm (27cm X 18cm),"R$ 52,32",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,3.0,52.32,BRL,,
75,Madereira Beija Flor - Lages,https://www.beijaflormadeiras.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Chapa Placa Mdf 3mm (15cm X 10cm) 99pcs (claro),3mm (15cm X 10cm),"R$ 52,32",https://www.beijaflormadeiras.com.br/catalogsearch/result/index/?cat=&infinite=true&&q=painel+pinus,,,3.0,52.32,BRL,,
76,Casas Da Agua - Itajai,https://www.casasdaagua.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
77,Copalux - Ituporanga,https://www.copalux.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
78,Cristalvel Industria E Comercio De Utilidades Domesticas Ltda - Lages,https://www.cristalvel.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
79,Elevato Materiais De Construcao E Decoracao Ltda - Palhoca,https://www.elevato.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
80,Ebert Comercio De Materiais De Construcao Ltda - Indaial,https://ebert.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
81,Construcon Materiais De Construcao Ltda - Blumenau,https://construcon.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
82,Dismaff Atacadista - Chapeco,http://dismaff.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
83,Dietrich Material De Construcao Ltda - Gaspar,https://dietrichmc.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
84,Lojas Enele Sofas E Planejados - Sao Lourenco do Oeste,https://lojasenele.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
85,Comercial Carlessi Ltda - Turvo,https://www.comercialcarlessi.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
86,Estofama Estofados E Colchoes - Arroio Trinta,https://estofama.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
87,Ergo-Mobili Industria E Comercio De Moveis Ltda - Biguacu,https://ergomobili.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
88,Mundo Da Construcao - Sideropolis,https://www.mundodaconstrucao.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
89,Gmad Chapecomp Suprimentos Para Moveis Ltda - Chapeco,https://www.gmad.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,"['painel pinus', 'painel pinus']",,,,,,,,,,,
90,Gmad Madville Madeiras E Ferragens Ltda - Joinville,https://www.gmad.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
91,Green Revestimentos Ltda - Sao Lourenco do Oeste,https://www.greenrevestimentos.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Bering,,"R$ 25,00",,,,,25.0,BRL,,
92,Fischer Empreendimentos E Incorporadora Ltda. - Brusque,https://www.fischer.com.br,painel pinus,ERROR,Erro 403 Forbidden: O acesso ao site foi negado.,[],,,,,,,,,,,
93,Figueredo Constrular - Garopaba,https://figueredoconstrular.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
94,Herbert Materiais Para Construcao Ltda - Porto Uniao,www.herbertmateriais.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
95,Estilo Artefatos De Madeiras Ltda - Sao Cristovao do Sul,https://estiloartefatos.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
96,Uniao Guarezi Materiais De Construcao - Sao Jose,http://uniaoguarezi.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
97,Dacla Comercio De Materiais De Construcao Ltda - Sao Jose,https://dacla.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,[],,,,,,,,,,,
98,Jjc E-Commerce - Itajai,https://jjcferramentas.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
99,Industria E Comercio De Moveis Henn Ltda - Mondai,https://henn.com.br/pt,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
100,Jhs Materiais De Construcao Ltda. - Pouso Redondo,https://www.casajhs.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
101,Hinke Fabricacao De Moveis Ltda - Sao Bento do Sul,https://www.irmaoshinke.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
102,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Classico Bege para Sala de Jantar,,"R$4.706,00",https://www.kleiner.com.br/painel-benito-m-fendi-nouveau,,,,4706.0,BRL,,
103,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Classico Branco para Sala de Jantar,L160 x P15 x A141cm,"R$5.412,00",https://www.kleiner.com.br/painel-benito-g-l160-x-p15-x-a141cm-branco,160.0,15.0,,5412.0,BRL,,
104,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Para Eventos,90x90,"R$538,00",,90.0,90.0,,538.0,BRL,,
105,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa de Centro Metrópole Quadrada - Mel Pinus,,"R$2.710,00",https://www.kleiner.com.br/mesa-de-centro-metropole-quadrada-mel-pinus,,,,2710.0,BRL,,
106,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa Redonda Arina G - Mel Pinus,,"R$11.580,00 R$9.264,00",https://www.kleiner.com.br/mesa-redonda-arina-g-mel-pinus,,,,11580.0,BRL,,
107,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa Bistro Zinia - Mel Pinus,,"R$3.696,00 R$3.324,00",https://www.kleiner.com.br/mesa-bistro-zinia-mel-pinus,,,,3696.0,BRL,,
108,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Castiçal Bola Favo - mel pinus,,"R$507,00",https://www.kleiner.com.br/castical-bola-favo-mel-pinus,,,,507.0,BRL,,
109,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa de Jantar Orgânica Village - Mel Pinus,,"R$18.926,00",https://www.kleiner.com.br/mesa-de-jantar-organica-village-mel-pinus,,,,18926.0,BRL,,
110,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa de Jantar Redonda Portofino M - Mel Pinus,,"R$8.940,00",https://www.kleiner.com.br/mesa-de-jantar-redonda-portofino-m-mel-pinus,,,,8940.0,BRL,,
111,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa de Centro Zuli - Mel Pinus,,"R$2.675,00",https://www.kleiner.com.br/mesa-de-centro-zuli-mel-pinus,,,,2675.0,BRL,,
112,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa De Centro Palm G - Mel Pinus,,"R$3.484,00",https://www.kleiner.com.br/mesa-de-centro-palm-g-mel-pinus,,,,3484.0,BRL,,
113,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Lixeira Metrópole M - Mel Pinus,,"R$3.891,00",https://www.kleiner.com.br/lixeira-metropole-m-mel-pinus,,,,3891.0,BRL,,
114,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa Redonda Arina P - Mel Pinus,,"R$8.704,00 R$7.587,00",https://www.kleiner.com.br/mesa-redonda-arina-p-mel-pinus,,,,8704.0,BRL,,
115,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Banqueta New Paris com Assento Estofado e Encosto em Palha - Mel Pinus,,"R$2.391,00",https://www.kleiner.com.br/banqueta-new-paris-com-assento-estofado-e-encosto-em-palha-mel-pinus,,,,2391.0,BRL,,
116,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa Lateral Palm P - mel pinus,,"R$2.511,00 R$2.259,00",https://www.kleiner.com.br/mesa-lateral-palm-p-mel-pinus,,,,2511.0,BRL,,
117,Kleiner Schein Industria De Moveis E Decoracoes Ltda - Tubarao,https://www.kleiner.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa de Centro Palm M,O90cm,"R$3.031,00",https://www.kleiner.com.br/mesa-de-centro-palm-m-o90cm-mel-pinus,,,,3031.0,BRL,,
118,Atacado Da Construcao E Telhas Litoral - Garuva,https://www.atacadaodastelhas.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
119,Industria E Comercio De Moveis Parpinelli Ltda - Anchieta,https://www.moveisparpinelli.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
120,Julycasa Materiais De Construcao Ltda - Indaial,https://www.julycasa.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
121,Lojas Fricke Ltda. - Itajai,https://www.loja.fricke.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],maq inv eletr/tig dc joy 132 (220v) 30179526 balmer,,"571,90 à  vista com  desconto PIX",https://www.loja.fricke.com.br/ferramentas/maquinas-de-solda-e-acessorios/maq-inversora-eletrtig-dc-joy-132-220v-30179526-acofer1,,,,571.9,,,
122,Lojas Fricke Ltda. - Itajai,https://www.loja.fricke.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],maq inv tig dc joy 133 dv 10-130a 127/220v mf 30179536,,"725,04 à  vista com  desconto PIX",https://www.loja.fricke.com.br/ferramentas/maquinas-de-solda-e-acessorios/maquina-inversora-joy-133-dv,,,,725.04,,,
123,Lojas Fricke Ltda. - Itajai,https://www.loja.fricke.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],inversora corte plasma joy cut42 (220v)mono 30055609 balmer?,,"3.648,95 à  vista com  desconto PIX",https://www.loja.fricke.com.br/ferramentas/maquinas-de-solda-e-acessorios/inversora-corte-plasma-joy-cut-42-220v-monof-30055609,,,,3648.95,,,
124,Lojas Fricke Ltda. - Itajai,https://www.loja.fricke.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],maquina inv mma/tig joy 163 dv 127/220v mf 30179540,,"839,80 à  vista com  desconto PIX",https://www.loja.fricke.com.br/ferramentas/maquinas-de-solda-e-acessorios/maquina-inv-mmatig-joy-163-dv-127220v-mf-30179540,,,,839.8,,,
125,Luciano Laminas - Sao Jose,https://lucianolaminasloja.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
126,Jzago Materiais De Construcao - Lages,https://www.jzago.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
127,Luhrs Industria E Comercio De Produtos Metalurgicos Ltda - Cacador,https://luhrs.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
128,Leroy Merlin Companhia Brasileira De Bricolagem - Florianopolis,https://www.leroymerlin.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
129,Idimex Do Brasil Industria E Comercio De Moveis Ltda - Mafra,https://www.idimex.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,[],,,,,,,,,,,
130,Rotta Moveis - Cacador,https://rottamoveis.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
131,Milium Tem De Tudo - Balneario Camboriu,https://www.milium.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
132,Exclusiva Piscinas Chapeco - Chapeco,http://www.exclusivapiscinas.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
133,Materiais De Construcao America Do Sol Ltda - Blumenau,https://www.americadosolmateriais.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
134,Maxima Mdf - Balneario Camboriu,https://www.madeiromdf.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL TASCHIBRA LED 24W 3000K QUADRADO SOPREPOR,285x285x28,"R$ 109,78",http://www.madeiromdf.com.br/painel-taschibra-led-24w-3000k-quadrado-soprepor-5449,285.0,285.0,,109.78,BRL,,
135,Maxima Mdf - Balneario Camboriu,https://www.madeiromdf.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Lateral de Aço Inox 500mm x 64mm Hafele,500mm x 64mm,"R$ 70,80",http://www.madeiromdf.com.br/painel-lateral-de-aco-inox-500mm-x-64mm-hafele-8373,,,500.0,70.8,BRL,,
136,Maxima Mdf - Balneario Camboriu,https://www.madeiromdf.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL TASCHIBRA LED 18W 3000K QUADRADO SOBREPOR,285x285x28,"R$ 49,41",http://www.madeiromdf.com.br/painel-taschibra-led-18w-3000k-quadrado-sobrepor-5448,285.0,285.0,,49.41,BRL,,
137,Maxima Mdf - Balneario Camboriu,https://www.madeiromdf.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Lateral de Aço Inox 450mm x 64mm Hafele,450mm x 64mm,"R$ 53,90",http://www.madeiromdf.com.br/painel-lateral-de-aco-inox-450mm-x-64mm-hafele-8372,,,450.0,53.9,BRL,,
138,Maxima Mdf - Balneario Camboriu,https://www.madeiromdf.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL TASCHIBRA LUX EMBUTIDO 24W 6500K,,"R$ 79,71",http://www.madeiromdf.com.br/painel-taschibra-lux-embutido-24w-6500k-5508,,,,79.71,BRL,,
