,nm_empresa,website_url,query,status,message_pt,attempts,name,dimensions_raw,price_raw,url,length_mm,width_mm,thickness_mm,price_value,currency,volume_m3,price_per_m3
139,Maxima Mdf - Balneario Camboriu,https://www.madeiromdf.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL TASCHIBRA EMBUTIDO 3W 3000K REDONDO,,"R$ 16,50",http://www.madeiromdf.com.br/painel-taschibra-embutido-3w-3000k-redondo-5488,,,,16.5,BRL,,
140,Maxima Mdf - Balneario Camboriu,https://www.madeiromdf.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL TASCHIBRA LED EMBUTIDO 3W 3000K QUADRADO,,"R$ 16,10",http://www.madeiromdf.com.br/painel-taschibra-led-embutido-3w-3000k-quadrado-5486,,,,16.1,BRL,,
141,Maxima Mdf - Balneario Camboriu,https://www.madeiromdf.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PAINEL TASCHIBRA LED 24W 3000K QUADRADO EMBUTIDO,300X300X25,"R$ 83,89",http://www.madeiromdf.com.br/painel-taschibra-led-24w-3000k-quadrado-embutido-5450,300.0,300.0,,83.89,BRL,,
142,Maxima Mdf - Balneario Camboriu,https://www.madeiromdf.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],PUXADOR TORRALBA PINUS,,"R$ 7,10",http://www.madeiromdf.com.br/puxador-torralba-pinus-5956,,,,7.1,BRL,,
143,Matecall Comercio E Representacao Ltda - Sao Jose,https://comercialms.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
144,Moveis Caftor Ltda - Rio Negrinho,https://www.moveiscaftor.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
145,Marfim Industria E Comercio De Ferramentas Ltda - Jaragua do Sul,https://www.mrdistribuidora.log.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
146,Materiais De Construcao Edevan Ltda - Gaspar,https://www.edevan.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
147,Mv Centerlar - Santo Amaro da Imperatriz,https://www.mvcenterlar.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
148,Lojas Quero-Quero - Guaramirim,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Horizontal Pinus Casa UD Com Stein 30x50cm,30x50cm,Indisponível,https://www.queroquero.com.br/painel-horizontal-pinus-casa-ud-com-stein-30x50cm/p,30.0,50.0,,,,,
149,Lojas Quero-Quero - Guaramirim,https://www.queroquero.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Horizontal Pinus Casa UD Com Stein 50x100cm,50x100cm,Indisponível,https://www.queroquero.com.br/painel-horizontal-pinus-casa-ud-com-stein-50x100cm/p,50.0,100.0,,,,,
150,Meu Rodape - Itajai,https://www.meurodape.com/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
151,Moveis Rudnick S/A - Fabrica V - Sao Bento do Sul,https://rudnick.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Home Lens Fit - Painel,,,https://www.rudnick.com.br/produtos/salas-de-estar/homes--rack--paineis/painel-lens-fit,,,,,,,
152,Moveis Rudnick S/A - Fabrica V - Sao Bento do Sul,https://rudnick.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Ripado Lin,,,https://www.rudnick.com.br/produtos/salas-de-estar/homes--rack--paineis/painel-ripado-lin,,,,,,,
153,Moveis Rudnick S/A - Fabrica V - Sao Bento do Sul,https://rudnick.com.br/,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Painel Suspenso Lens,,,https://www.rudnick.com.br/produtos/salas-de-estar/homes--rack--paineis/painel-suspenso-lens,,,,,,,
154,Mx Moveis - Bandeirante,https://www.mxmoveis.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
155,Oro Distribuidora Ltda - Navegantes,https://ourodistribuidora.com.br/,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
156,Pedra Boa Com.De Ferragens E Material Eletrico Ltda - Joinville,pedraboa.com.br,painel pinus,NOT_FOUND,Nao foram encontrados itens de 'painel pinus' (ou equivalentes) com dimensoes no nome neste site.,['painel pinus'],,,,,,,,,,,
157,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Gaveteiro em Madeira Maciça de Pinus Verde,,"R$ 654,05",/gaveteiro-em-madeira-de-pinus-verde,,,,654.05,BRL,,
158,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Cômoda 4 + 4 Gavetas em Madeira de Pinus Cera Tequila,,"R$ 1.889,00",/comoda-4-4-gavetas-em-madeira-de-pinus-cera-tequila,,,,1889.0,BRL,,
159,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Cômoda 4 Gavetas em Madeira de Pinus Cera Tequila,,"R$ 1.192,00",/comoda-4-gavetas-em-madeira-de-pinus-cera-tequila,,,,1192.0,BRL,,
160,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Cômoda 4 + 4 Gavetas em Madeira de Pinus Branco,,"R$ 1.945,67",/comoda-4-4-gavetas-em-madeira-de-pinus-branco-TEQ020BB,,,,1945.67,BRL,,
161,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa de Cabeceira 2 Gavetas 1 Prateleira em Madeira de Pinus em Cera Tequila Verde,,"R$ 725,12",/mesa-de-cabeceira-2-gavetas-1-prateleira-em-madeira-de-pinus-verde-TEQ016VV,,,,725.12,BRL,,
162,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Cômoda 4 Gavetas em Madeira de Pinus Verde,,"R$ 1.227,76",/comoda-4-gavetas-em-madeira-de-pinus-verde,,,,1227.76,BRL,,
163,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Gaveteiro em Madeira Maciça de Pinus Branco,,"R$ 654,05",/gaveteiro-em-madeira-de-pinus-branco,,,,654.05,BRL,,
164,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Gaveteiro em Madeira Maciça de Pinus Cera Tequila,,"R$ 635,00",/gaveteiro-em-madeira-de-pinus-cera-tequila,,,,635.0,BRL,,
165,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Balcão 2 Portas em Madeira de Pinus em Cera Tequila Cera Tequila,,"R$ 736,00",/balcao-2-portas-em-madeira-de-pinus-cera-tequila,,,,736.0,BRL,,
166,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Cômoda 1+3 Gavetas em Madeira de Pinus Branco,,"R$ 1.488,30",/comoda-1-3-gavetas-em-madeira-de-pinus-branco,,,,1488.3,BRL,,
167,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Balcão 2 Portas em Madeira de Pinus em Cera Tequila Verde,,"R$ 758,08",/balcao-2-portas-em-madeira-de-pinus-verde-TEQ017VV,,,,758.08,BRL,,
168,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Guarda-Roupa 4 Portas e 4 Gavetas em Madeira de Pinus Cera Tequila,,"R$ 4.240,00",/guarda-roupa-4-portas-e-4-gavetas-em-madeira-de-pinus-cera-tequila,,,,4240.0,BRL,,
169,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Guarda-Roupa 2 Portas 2 Gavetas em Madeira de Pinus Cera,,"R$ 2.856,00",/guarda-roupa-2-portas-2-gavetas-em-madeira-de-pinus-cera,,,,2856.0,BRL,,
170,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Cômoda Madri 4+4 Gavetas Cera,,"R$ 2.338,00",/comoda-madri-4-4-gavetas-cera,,,,2338.0,BRL,,
171,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Cômoda 4 Gavetas em Madeira de Pinus Branco,,"R$ 1.227,76",/comoda-4-gavetas-em-madeira-de-pinus-branco,,,,1227.76,BRL,,
172,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Sapateira 2 Portas 1 Gaveta em Madeira de Pinus Cera,,"R$ 1.195,00",/sapateira-2-portas-1-gaveta-em-madeira-de-pinus-cera,,,,1195.0,BRL,,
173,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Trio Pedestal de Madeira de Pinus Cera Classic,,"R$ 555,00",/trio-pedestal-de-madeira-de-pinus-cera-classic,,,,555.0,BRL,,
174,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa de Cabeceira 1 Gaveta em Madeira de Pinus Branco,,"R$ 536,80",/mesa-de-cabeceira-1-gaveta-em-madeira-de-pinus-branco,,,,536.8,BRL,,
175,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Guarda-Roupa Reto Usinado 4 Portas 2 gavetas em Madeira de Pinus Branco,,"R$ 5.933,40",/guarda-roupa-4-portas-2-gavetas-em-madeira-de-pinus-branco,,,,5933.4,BRL,,
176,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Guarda-Roupa 2 Portas e Gavetas em Madeira de Pinus em Cera Tequila3 Cera Tequila,,"R$ 2.415,00",/guarda-roupa-2-portas-e-gavetas-em-madeira-de-pinus-cera-tequila,,,,2415.0,BRL,,
177,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Balcão 3 Portas 3 Gavetas em Madeira de Pinus Cera,,"R$ 1.803,00",/balcao-3-portas-3-gavetas-em-madeira-de-pinus-cera,,,,1803.0,BRL,,
178,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Rack TV 3 Gavetas em Madeira de Pinus Cera Tequila,,"R$ 1.323,00",/rack-tv-3-gavetas-em-madeira-de-pinus-cera-tequila,,,,1323.0,BRL,,
179,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Sapateira 2 Portas 1 Gaveta em Madeira de Pinus Verde,,"R$ 1.314,50",/sapateira-2-portas-1-gaveta-em-madeira-de-pinus-verde,,,,1314.5,BRL,,
180,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa de Cabeceira 2 Gavetas 1 Prateleira em Madeira de Pinus em Cera Tequila Cera Tequila,,"R$ 704,00",/mesa-de-cabeceira-2-gavetas-1-prateleira-em-madeira-de-pinus-cera-tequila,,,,704.0,BRL,,
181,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Guarda-Roupa 4 Portas e 4 Gavetas em Madeira de Pinus Verde,,"R$ 4.367,20",/guarda-roupa-4-portas-e-4-gavetas-em-madeira-de-pinus-verde,,,,4367.2,BRL,,
182,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Guarda-Roupa 2 Portas e Gavetas em Madeira de Pinus em Cera Tequila3 Verde,,"R$ 2.487,45",/guarda-roupa-2-portas-e-gavetas-em-madeira-de-pinus-verde-TEQ005VV,,,,2487.45,BRL,,
183,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Balcão 3 Portas 3 Gavetas em Madeira de Pinus Branco,,"R$ 1.983,30",/balcao-3-portas-3-gavetas-em-madeira-de-pinus-branco,,,,1983.3,BRL,,
184,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Cômoda 4 + 4 Gavetas em Madeira de Pinus Verde,,"R$ 1.945,67",/comoda-4-4-gavetas-em-madeira-de-pinus-verde-TEQ020VV,,,,1945.67,BRL,,
185,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Balcão 2 Portas 3 Gavetas em Madeira de Pinus Preto,,"R$ 1.715,98",/balcao-2-portas-3-gavetas-em-madeira-de-pinus-preto,,,,1715.98,BRL,,
186,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Cômoda 1+3 Gavetas em Madeira de Pinus Cera,,"R$ 1.353,00",/comoda-1-3-gavetas-em-madeira-de-pinus-cera,,,,1353.0,BRL,,
187,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa de Cabeceira 1 Gaveta em Madeira de Pinus Verde,,"R$ 536,80",/mesa-de-cabeceira-1-gaveta-em-madeira-de-pinus-verde,,,,536.8,BRL,,
188,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Aparador Pedestal Pequeno em Madeira de Pinus Branco,,"R$ 443,30",/aparador-pedestal-pequeno-em-madeira-de-pinus-branco,,,,443.3,BRL,,
189,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Guarda-Roupa Curvo 3 Portas em Madeira de Pinus Cera Classic,,"R$ 4.264,00",/guarda-roupa-curvo-3-portas-em-madeira-de-pinus-cera-classic,,,,4264.0,BRL,,
190,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Estante 4 Prateleiras em Madeira de Pinus Cera Classic,,"R$ 1.723,00",/estante-4-prateleiras-em-madeira-de-pinus-cera-classic,,,,1723.0,BRL,,
191,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Balcão 2 Portas 3 Gavetas em Madeira de Pinus Branco,,"R$ 1.715,98",/balcao-2-portas-3-gavetas-em-madeira-de-pinus-branco,,,,1715.98,BRL,,
192,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Cômoda 3 + 3 Gavetas em Madeira de Pinus Cera Tequila,,"R$ 1.531,00",/comoda-3-3-gavetas-em-madeira-de-pinus-cera-tequila,,,,1531.0,BRL,,
193,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Balcão 1 Porta 3 Gavetas em Madeira de Pinus Cera,,"R$ 1.318,00",/balcao-1-porta-3-gavetas-em-madeira-de-pinus-cera,,,,1318.0,BRL,,
194,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Rack TV 1 Porta de Vidro em Madeira de Pinus em Cera,,"R$ 1.204,00",/rack-tv-1-porta-de-vidro-em-madeira-de-pinus-em-cera,,,,1204.0,BRL,,
195,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Balcão 1 Porta 3 Gavetas em Madeira de Pinus Azul,,"R$ 1.449,80",/balcao-1-porta-3-gavetas-em-madeira-de-pinus-azul,,,,1449.8,BRL,,
196,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Rack TV 1 porta 1 Gaveta em Madeira de Pinus Verde,,"R$ 1.114,30",/rack-tv-1-porta-1-gaveta-em-madeira-de-pinus-verde,,,,1114.3,BRL,,
197,Moveis Ripke - Pinhalzinho,https://www.moveisripke.com.br,painel pinus,FOUND,Itens encontrados.,['painel pinus'],Mesa de Cabeceira 4 gavetas em Madeira de Pinus em Cera Tequila - BRANCO Preto,,"R$ 948,63",/mesa-de-cabeceira-4-gavetas-em-madeira-de-pinus-preto,,,,948.63,BRL,,
