nm_municipio_1mai_sa_x,cd_mun_7d,nm_uf_x,sg_uf,grupo_setor,quantidade_empresas,nm_uf_y,nm_municipio_1mai_sa_y,nm_microrregiao,nu_latitude,nu_longitude
Sideropolis,4217600.0,Santa Catarina,SC,Comércio varejista de materiais de construção,7,Santa Catarina,Sideropolis,Criciúma,-28.59510242,-49.42054093
Sideropolis,4217600.0,Santa Catarina,SC,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Santa Catarina,Sideropolis,Criciúma,-28.59510242,-49.42054093
Sidrolandia,5007901.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,11,Mato Grosso do Sul,Sidrolandia,Campo Grande,-20.93105446,-54.96603014
Sidrolandia,5007901.0,Mato Grosso do Sul,MS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Mato Grosso do Sul,Sidrolandia,Campo Grande,-20.93105446,-54.96603014
Sidrolandia,5007901.0,Mato Grosso do Sul,MS,Fabricação de móveis com predominância de madeira,2,Mato Grosso do Sul,Sidrolandia,Campo Grande,-20.93105446,-54.96603014
Silva Jardim,3305604.0,Rio de Janeiro,RJ,Comércio varejista de materiais de construção,5,Rio de Janeiro,Silva Jardim,Bacia de São João,-22.6543302,-42.38982593
Silva Jardim,3305604.0,Rio de Janeiro,RJ,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Rio de Janeiro,Silva Jardim,Bacia de São João,-22.6543302,-42.38982593
Silvania,5220603.0,Goiás,GO,Comércio varejista de materiais de construção,5,Goiás,Silvania,Pires do Rio,-16.66461681,-48.61056991
Silveira Martins,4320651.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,1,Rio Grande do Sul,Silveira Martins,Restinga Seca,-29.64525006,-53.58523747
Silveira Martins,4320651.0,Rio Grande do Sul,RS,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Rio Grande do Sul,Silveira Martins,Restinga Seca,-29.64525006,-53.58523747
Silveirania,3167301.0,Minas Gerais,MG,Comércio varejista de materiais de construção,2,Minas Gerais,Silveirania,Ubá,-21.16463754,-43.21787847
Silveiras,3552007.0,São Paulo,SP,Comércio varejista de materiais de construção,3,São Paulo,Silveiras,Bananal,-22.66142435,-44.8489961
Silves,1304005.0,Amazonas,AM,Comércio varejista de materiais de construção,1,Amazonas,Silves,Itacoatiara,-2.83642743,-58.21480086
Silvianopolis,3167400.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Silvianopolis,Santa Rita do Sapucaí,-22.02799726,-45.83244715
Simao Dias,2807105.0,Sergipe,SE,Comércio varejista de materiais de construção,6,Sergipe,Simao Dias,Tobias Barreto,-10.7380618,-37.80943058
Simao Dias,2807105.0,Sergipe,SE,Fabricação de móveis com predominância de madeira,1,Sergipe,Simao Dias,Tobias Barreto,-10.7380618,-37.80943058
Simoes,2210706.0,Piauí,PI,Comércio varejista de materiais de construção,4,Piauí,Simoes,Alto Médio Canindé,-7.599137166,-40.81750907
Simoes Filho,2930709.0,Bahia,BA,Comércio varejista de materiais de construção,24,Bahia,Simoes Filho,Salvador,-12.78394148,-38.41151919
Simoes Filho,2930709.0,Bahia,BA,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Bahia,Simoes Filho,Salvador,-12.78394148,-38.41151919
Simoes Filho,2930709.0,Bahia,BA,Fabricação de móveis com predominância de madeira,8,Bahia,Simoes Filho,Salvador,-12.78394148,-38.41151919
Simolandia,5220686.0,Goiás,GO,Comércio varejista de materiais de construção,2,Goiás,Simolandia,Vão do Paranã,-14.47032299,-46.48428422
Simplicio Mendes,2210805.0,Piauí,PI,Comércio varejista de materiais de construção,7,Piauí,Simplicio Mendes,Alto Médio Canindé,-7.857957294,-41.91091036
Sinimbu,4320677.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,2,Rio Grande do Sul,Sinimbu,Santa Cruz do Sul,-29.52906816,-52.52163631
Sinop,5107909.0,Mato Grosso,MT,Comércio atacadista de materiais de construção,5,Mato Grosso,Sinop,Sinop,-11.85800531,-55.500922
Sinop,5107909.0,Mato Grosso,MT,Comércio varejista de materiais de construção,96,Mato Grosso,Sinop,Sinop,-11.85800531,-55.500922
Sinop,5107909.0,Mato Grosso,MT,"Fabricação de artefatos diversos de madeira, exceto móveis",12,Mato Grosso,Sinop,Sinop,-11.85800531,-55.500922
Sinop,5107909.0,Mato Grosso,MT,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Mato Grosso,Sinop,Sinop,-11.85800531,-55.500922
Sinop,5107909.0,Mato Grosso,MT,Fabricação de móveis com predominância de madeira,13,Mato Grosso,Sinop,Sinop,-11.85800531,-55.500922
Sinop,5107909.0,Mato Grosso,MT,Fabricação de outros artigos de carpintaria para construção,1,Mato Grosso,Sinop,Sinop,-11.85800531,-55.500922
Siqueira Campos,4126603.0,Paraná,PR,Comércio varejista de materiais de construção,8,Paraná,Siqueira Campos,Wenceslau Braz,-23.68770838,-49.83149697
Siqueira Campos,4126603.0,Paraná,PR,Fabricação de móveis com predominância de madeira,2,Paraná,Siqueira Campos,Wenceslau Braz,-23.68770838,-49.83149697
Sirinhaem,2614204.0,Pernambuco,PE,Comércio varejista de materiais de construção,2,Pernambuco,Sirinhaem,Mata Meridional Pernambucana,-8.5933695,-35.11640535
Sitio Novo do Tocantins,1720804.0,Tocantins,TO,Comércio varejista de materiais de construção,1,Tocantins,Sitio Novo do Tocantins,Bico do Papagaio,-5.604726857,-47.63742265
Sitio do Mato,2930758.0,Bahia,BA,Comércio varejista de materiais de construção,1,Bahia,Sitio do Mato,Bom Jesus da Lapa,-13.08579271,-43.46644117
Sitio do Quinto,2930766.0,Bahia,BA,Comércio varejista de materiais de construção,2,Bahia,Sitio do Quinto,Jeremoabo,-10.36415865,-38.20037088
Sobradinho,2930774.0,Bahia,BA,Comércio varejista de materiais de construção,8,Bahia,Sobradinho,Juazeiro,-9.470806638,-40.79159485
Sobradinho,2930774.0,Bahia,BA,Fabricação de móveis com predominância de madeira,1,Bahia,Sobradinho,Juazeiro,-9.470806638,-40.79159485
Sobradinho,4320701.0,Rio Grande do Sul,RS,Comércio atacadista de materiais de construção,1,Rio Grande do Sul,Sobradinho,Santa Cruz do Sul,-29.41477313,-53.02516794
Sobradinho,4320701.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,8,Rio Grande do Sul,Sobradinho,Santa Cruz do Sul,-29.41477313,-53.02516794
Sobradinho,4320701.0,Rio Grande do Sul,RS,Fabricação de móveis com predominância de madeira,1,Rio Grande do Sul,Sobradinho,Santa Cruz do Sul,-29.41477313,-53.02516794
Sobrado,2515971.0,Paraíba,PB,Comércio varejista de materiais de construção,2,Paraíba,Sobrado,Sapé,-7.144575614,-35.23819548
Sobral,2312908.0,Ceará,CE,Comércio varejista de materiais de construção,23,Ceará,Sobral,Sobral,-3.688037684,-40.34866803
Sobral,2312908.0,Ceará,CE,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis",1,Ceará,Sobral,Sobral,-3.688037684,-40.34866803
Sobral,2312908.0,Ceará,CE,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Ceará,Sobral,Sobral,-3.688037684,-40.34866803
Sobral,2312908.0,Ceará,CE,Fabricação de móveis com predominância de madeira,1,Ceará,Sobral,Sobral,-3.688037684,-40.34866803
Sobralia,3167707.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Sobralia,Governador Valadares,-19.23554929,-42.09865384
Socorro,3552106.0,São Paulo,SP,Comércio varejista de materiais de construção,8,São Paulo,Socorro,Amparo,-22.59202995,-46.52921159
Socorro,3552106.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,1,São Paulo,Socorro,Amparo,-22.59202995,-46.52921159
Solanea,2516003.0,Paraíba,PB,Comércio varejista de materiais de construção,5,Paraíba,Solanea,Curimataú Oriental,-6.7598975,-35.65615841
Soledade,2516102.0,Paraíba,PB,Comércio varejista de materiais de construção,3,Paraíba,Soledade,Curimataú Ocidental,-7.058741378,-36.36266486
Soledade,4320800.0,Rio Grande do Sul,RS,Comércio varejista de materiais de construção,7,Rio Grande do Sul,Soledade,Soledade,-28.82773795,-52.50986617
Sombrio,4217709.0,Santa Catarina,SC,Comércio atacadista de materiais de construção,1,Santa Catarina,Sombrio,Araranguá,-29.10913276,-49.63421036
Sombrio,4217709.0,Santa Catarina,SC,Comércio varejista de materiais de construção,7,Santa Catarina,Sombrio,Araranguá,-29.10913276,-49.63421036
Sombrio,4217709.0,Santa Catarina,SC,"Fabricação de artefatos diversos de madeira, exceto móveis",2,Santa Catarina,Sombrio,Araranguá,-29.10913276,-49.63421036
Sombrio,4217709.0,Santa Catarina,SC,Fabricação de móveis com predominância de madeira,4,Santa Catarina,Sombrio,Araranguá,-29.10913276,-49.63421036
Sonora,5007935.0,Mato Grosso do Sul,MS,Comércio atacadista de materiais de construção,1,Mato Grosso do Sul,Sonora,Alto Taquari,-17.58135523,-54.75490622
Sonora,5007935.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,7,Mato Grosso do Sul,Sonora,Alto Taquari,-17.58135523,-54.75490622
Sooretama,3205010.0,Espírito Santo,ES,Comércio varejista de materiais de construção,10,Espírito Santo,Sooretama,Linhares,-19.19194963,-40.09649081
Sooretama,3205010.0,Espírito Santo,ES,Fabricação de móveis com predominância de madeira,3,Espírito Santo,Sooretama,Linhares,-19.19194963,-40.09649081
Sorocaba,3552205.0,São Paulo,SP,Comércio atacadista de materiais de construção,5,São Paulo,Sorocaba,Sorocaba,-23.499323,-47.45785325
Sorocaba,3552205.0,São Paulo,SP,Comércio varejista de materiais de construção,190,São Paulo,Sorocaba,Sorocaba,-23.499323,-47.45785325
Sorocaba,3552205.0,São Paulo,SP,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis",1,São Paulo,Sorocaba,Sorocaba,-23.499323,-47.45785325
Sorocaba,3552205.0,São Paulo,SP,"Fabricação de artefatos diversos de madeira, exceto móveis",6,São Paulo,Sorocaba,Sorocaba,-23.499323,-47.45785325
Sorocaba,3552205.0,São Paulo,SP,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,São Paulo,Sorocaba,Sorocaba,-23.499323,-47.45785325
Sorocaba,3552205.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,14,São Paulo,Sorocaba,Sorocaba,-23.499323,-47.45785325
Sorriso,5107925.0,Mato Grosso,MT,Comércio varejista de materiais de construção,62,Mato Grosso,Sorriso,Alto Teles Pires,-12.55177671,-55.72591368
Sorriso,5107925.0,Mato Grosso,MT,"Fabricação de artefatos diversos de madeira, exceto móveis",3,Mato Grosso,Sorriso,Alto Teles Pires,-12.55177671,-55.72591368
Sorriso,5107925.0,Mato Grosso,MT,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,1,Mato Grosso,Sorriso,Alto Teles Pires,-12.55177671,-55.72591368
Sorriso,5107925.0,Mato Grosso,MT,Fabricação de móveis com predominância de madeira,2,Mato Grosso,Sorriso,Alto Teles Pires,-12.55177671,-55.72591368
Soure,1507904.0,Pará,PA,Comércio varejista de materiais de construção,5,Pará,Soure,Arari,-0.7259255,-48.51601266
Sousa,2516201.0,Paraíba,PB,Comércio atacadista de materiais de construção,1,Paraíba,Sousa,Sousa,-6.763378005,-38.22960508
Sousa,2516201.0,Paraíba,PB,Comércio varejista de materiais de construção,8,Paraíba,Sousa,Sousa,-6.763378005,-38.22960508
Sousa,2516201.0,Paraíba,PB,Fabricação de móveis com predominância de madeira,1,Paraíba,Sousa,Sousa,-6.763378005,-38.22960508
Souto Soares,2930808.0,Bahia,BA,Comércio varejista de materiais de construção,6,Bahia,Souto Soares,Irecê,-12.092596,-41.64424839
Sucupira do Norte,2111904.0,Maranhão,MA,Comércio varejista de materiais de construção,3,Maranhão,Sucupira do Norte,Chapadas do Alto Itapecuru,-6.478284448,-44.18860271
Sul Brasil,4217758.0,Santa Catarina,SC,Comércio varejista de materiais de construção,1,Santa Catarina,Sul Brasil,Chapecó,-26.73693621,-52.9642048
Sul Brasil,4217758.0,Santa Catarina,SC,Fabricação de móveis com predominância de madeira,1,Santa Catarina,Sul Brasil,Chapecó,-26.73693621,-52.9642048
Sulina,4126652.0,Paraná,PR,Comércio varejista de materiais de construção,1,Paraná,Sulina,Pato Branco,-25.69963224,-52.71659652
Sumare,3552403.0,São Paulo,SP,Comércio varejista de materiais de construção,40,São Paulo,Sumare,Campinas,-22.822145,-47.26580273
Sumare,3552403.0,São Paulo,SP,"Fabricação de artefatos diversos de madeira, exceto móveis",1,São Paulo,Sumare,Campinas,-22.822145,-47.26580273
Sumare,3552403.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,8,São Paulo,Sumare,Campinas,-22.822145,-47.26580273
Sume,2516300.0,Paraíba,PB,Comércio varejista de materiais de construção,2,Paraíba,Sume,Cariri Ocidental,-7.671053615,-36.88027615
Sumidouro,3305703.0,Rio de Janeiro,RJ,Comércio varejista de materiais de construção,4,Rio de Janeiro,Sumidouro,Nova Friburgo,-22.05066941,-42.67862558
Surubim,2614501.0,Pernambuco,PE,Comércio atacadista de materiais de construção,1,Pernambuco,Surubim,Alto Capibaribe,-7.835157057,-35.7567841
Surubim,2614501.0,Pernambuco,PE,Comércio varejista de materiais de construção,19,Pernambuco,Surubim,Alto Capibaribe,-7.835157057,-35.7567841
Suzano,3552502.0,São Paulo,SP,Comércio varejista de materiais de construção,67,São Paulo,Suzano,Mogi das Cruzes,-23.5368275,-46.30781047
Suzano,3552502.0,São Paulo,SP,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis",1,São Paulo,Suzano,Mogi das Cruzes,-23.5368275,-46.30781047
Suzano,3552502.0,São Paulo,SP,"Fabricação de artefatos diversos de madeira, exceto móveis",1,São Paulo,Suzano,Mogi das Cruzes,-23.5368275,-46.30781047
Suzano,3552502.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,3,São Paulo,Suzano,Mogi das Cruzes,-23.5368275,-46.30781047
Suzano,3552502.0,São Paulo,SP,Fabricação de outros artigos de carpintaria para construção,1,São Paulo,Suzano,Mogi das Cruzes,-23.5368275,-46.30781047
Tabai,4320859.0,Rio Grande do Sul,RS,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Rio Grande do Sul,Tabai,Lajeado-Estrela,-29.68777062,-51.72747512
Tabapora,5107941.0,Mato Grosso,MT,Comércio atacadista de materiais de construção,3,Mato Grosso,Tabapora,Arinos,-11.30750796,-56.8248338
Tabapora,5107941.0,Mato Grosso,MT,Comércio varejista de materiais de construção,3,Mato Grosso,Tabapora,Arinos,-11.30750796,-56.8248338
Tabapora,5107941.0,Mato Grosso,MT,"Fabricação de artefatos diversos de madeira, exceto móveis",3,Mato Grosso,Tabapora,Arinos,-11.30750796,-56.8248338
Tabapua,3552601.0,São Paulo,SP,Comércio varejista de materiais de construção,3,São Paulo,Tabapua,Catanduva,-20.95760068,-49.03262141
Tabapua,3552601.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,1,São Paulo,Tabapua,Catanduva,-20.95760068,-49.03262141
Tabatinga,1304062.0,Amazonas,AM,Comércio varejista de materiais de construção,29,Amazonas,Tabatinga,Alto Solimões,-4.231883676,-69.94624438
Tabatinga,3552700.0,São Paulo,SP,Comércio varejista de materiais de construção,2,São Paulo,Tabatinga,Araraquara,-21.7325145,-48.68678761
Tabira,2614600.0,Pernambuco,PE,Comércio varejista de materiais de construção,6,Pernambuco,Tabira,Pajeú,-7.591136513,-37.54026577
Taboao da Serra,3552809.0,São Paulo,SP,Comércio varejista de materiais de construção,50,São Paulo,Taboao da Serra,Itapecerica da Serra,-23.6233285,-46.78578003
Taboao da Serra,3552809.0,São Paulo,SP,"Fabricação de artefatos diversos de madeira, exceto móveis",2,São Paulo,Taboao da Serra,Itapecerica da Serra,-23.6233285,-46.78578003
Taboao da Serra,3552809.0,São Paulo,SP,Fabricação de móveis com predominância de madeira,13,São Paulo,Taboao da Serra,Itapecerica da Serra,-23.6233285,-46.78578003
Tabocao,1708254.0,Tocantins,TO,Comércio varejista de materiais de construção,1,Tocantins,Tabocao,Miracema do Tocantins,-9.058965301,-48.51742642
Tabocas do Brejo Velho,2930907.0,Bahia,BA,Comércio varejista de materiais de construção,3,Bahia,Tabocas do Brejo Velho,Cotegipe,-12.70730092,-44.01118907
Tabuleiro,3167905.0,Minas Gerais,MG,Comércio varejista de materiais de construção,1,Minas Gerais,Tabuleiro,Ubá,-21.35757766,-43.24560526
Tabuleiro do Norte,2313104.0,Ceará,CE,Comércio varejista de materiais de construção,8,Ceará,Tabuleiro do Norte,Baixo Jaguaribe,-5.24380387,-38.12973713
Tacaimbo,2614709.0,Pernambuco,PE,Comércio varejista de materiais de construção,1,Pernambuco,Tacaimbo,Vale do Ipojuca,-8.315610725,-36.2904043
Tacaimbo,2614709.0,Pernambuco,PE,Fabricação de móveis com predominância de madeira,3,Pernambuco,Tacaimbo,Vale do Ipojuca,-8.315610725,-36.2904043
Tacaratu,2614808.0,Pernambuco,PE,Comércio varejista de materiais de construção,5,Pernambuco,Tacaratu,Itaparica,-9.105699644,-38.15346116
Taciba,3552908.0,São Paulo,SP,Comércio varejista de materiais de construção,2,São Paulo,Taciba,Presidente Prudente,-22.38826626,-51.28477342
Tacuru,5007950.0,Mato Grosso do Sul,MS,Comércio varejista de materiais de construção,3,Mato Grosso do Sul,Tacuru,Iguatemi,-23.63474202,-55.02032052
Taguai,3553005.0,São Paulo,SP,Comércio varejista de materiais de construção,5,São Paulo,Taguai,Ourinhos,-23.44981412,-49.40577112
Tailandia,1507953.0,Pará,PA,Comércio atacadista de materiais de construção,2,Pará,Tailandia,Tomé-Açu,-2.9370795,-48.95128163
Tailandia,1507953.0,Pará,PA,Comércio varejista de materiais de construção,36,Pará,Tailandia,Tomé-Açu,-2.9370795,-48.95128163
Tailandia,1507953.0,Pará,PA,"Fabricação de artefatos diversos de madeira, exceto móveis",1,Pará,Tailandia,Tomé-Açu,-2.9370795,-48.95128163
Tailandia,1507953.0,Pará,PA,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,2,Pará,Tailandia,Tomé-Açu,-2.9370795,-48.95128163
Tailandia,1507953.0,Pará,PA,Fabricação de móveis com predominância de madeira,1,Pará,Tailandia,Tomé-Açu,-2.9370795,-48.95128163
Taio,4217808.0,Santa Catarina,SC,Comércio atacadista de materiais de construção,1,Santa Catarina,Taio,Rio do Sul,-27.1179373,-50.00509646
Taio,4217808.0,Santa Catarina,SC,Comércio varejista de materiais de construção,5,Santa Catarina,Taio,Rio do Sul,-27.1179373,-50.00509646
Taio,4217808.0,Santa Catarina,SC,Fabricação de móveis com predominância de madeira,6,Santa Catarina,Taio,Rio do Sul,-27.1179373,-50.00509646
